AGI,logFC,logCPM,LR,PValue,FDR,symbol2,full_name
AT2G16330,-0.5637525945101416,-2.565827765568016,0.08517827078629736,0.7703988929377686,1,NA,NA
AT1G44910,0.04487111537198538,5.322752267928913,0.0850373184582125,0.7705836141489267,1,ATPRP40A;PRP40A,pre-mRNA-processing protein 40A;pre-mRNA-processing protein 40A
AT2G46070,0.08773175833991473,0.9199147679262927,0.08503509242851237,0.7705865327430702,1,ATMPK12;MAPK12;MPK12,NA;NA;mitogen-activated protein kinase 12
AT1G52827,0.21837480529071954,-1.7121197326606201,0.08495197674300137,0.770695537139364,1,ATCDT1;AthCYSTM2;CDT1,NA;Cysteine-Rich Transmembrane Module 2;CADMIUM TOLERANCE 1
AT5G64150,-0.052911175326139294,3.1082071610352533,0.08493861277628767,0.7707130690864491,1,NA,NA
AT2G41980,-0.04263377842645497,3.4513320153984064,0.08465937975126714,0.7710797326702296,1,SINAT1,"NA"
AT3G17365,-0.042394353003484785,3.7701553569619715,0.08456047339801032,0.7712097648382834,1,NA,NA
AT3G05150,0.04398644557635388,4.487185438382744,0.08449984542374622,0.7712895132047507,1,NA,NA
AT5G10070,-0.039676972344918786,4.094512461671622,0.08442911378490692,0.7713825908767791,1,NA,NA
AT5G05200,-0.033485677947908785,4.76555660676632,0.08426015098407902,0.7716051048530057,1,NA,NA
AT4G18630,0.04939131957129487,4.969469545735736,0.08417000344081771,0.7717239227826455,1,NA,NA
AT5G25120,-0.24485343602403858,-1.4736004888140932,0.08405138489338881,0.7718803717432123,1,CYP71B11,"Cytochrome p450, family 71, subfamily B, polypeptide 11"
AT5G40030,0.05392959347491964,3.2369397214748443,0.0840421500697559,0.771892556802332,1,AGC1-4;PAXL,AGC VIIIa Kinase 1-4;PAX-LIKE
ATCG00040,-0.25412642816278935,-2.428997325476732,0.08403151546575316,0.7719065897266986,1,MATK,maturase K
AT1G61250,0.031697908625089276,7.231606187159096,0.08396445839119338,0.7719950972743927,1,AtSCAMP1;SC3;SCAMP1,NA;secretory carrier 3;Secretory carrier membrane protein 1
AT4G03965,-0.12515921365062269,-0.033274253698573376,0.083855268360427,0.7721392974456613,1,NA,NA
AT3G21630,0.049791267195002105,6.22519527208118,0.08384810202541892,0.7721487651156773,1,AtCERK1;AtLYK1;CERK1;LYK1;LYSM RLK1,NA;NA;chitin elicitor receptor kinase 1;LysM-containing receptor-like kinase 1;LYSM DOMAIN RECEPTOR-LIKE KINASE 1
AT3G58840,-0.03821849196934935,5.398381487621072,0.083842800770487,0.7721557690520707,1,PMD1,peroxisomal and mitochondrial division factor 1
AT2G30320,-0.05446294037450749,3.0697473094407837,0.08376816342526183,0.7722544042492784,1,NA,NA
AT1G73690,-0.05740125671809924,2.6402238764171475,0.08371711719909669,0.7723218905935969,1,AT;CDKD;1;CAK3AT;CDKD1;1,CYCLIN-DEPENDENT KINASE D1;NA;cyclin-dependent kinase D1;1
AT3G06180,0.048560265502572225,3.262909845516292,0.08350699728580402,0.7725999174743494,1,NA,NA
AT5G65050,-0.04562482528148828,5.538938797735972,0.08334741208401653,0.7728113310648144,1,AGL31;MAF2,AGAMOUS-like 31;MADS AFFECTING FLOWERING 2
AT3G07500,0.08993850120048277,0.7702555819221946,0.08334157264614639,0.7728190711301824,1,FRF2,FAR1-RELATED SEQUENCES-RELATED FACTOR2
AT4G38510,-0.02820570667413768,7.418192302817,0.0833395630395728,0.7728217348939448,1,AtVAB2;VAB2,NA;V-ATPase B subunit 2
AT2G42220,-0.3755865514917491,-2.1978811942695864,0.08333023685734986,0.7728340973442849,1,NA,NA
AT1G71230,0.04801368125101017,3.22791580324725,0.08330302177963844,0.7728701769534266,1,AJH2;CSN5;CSN5B,NA;NA;COP9-signalosome 5B
AT1G54150,0.0356785684540793,4.347855971529822,0.08327543210589994,0.7729067596900823,1,SPL2,SP1-like 2
AT5G21040,0.03254024228421782,4.998104220087607,0.08317764323376498,0.7730364764809387,1,FBX2,F-box protein 2
AT4G26270,-0.05513597267863698,4.289815834746562,0.0830672162480468,0.7731830570446918,1,PFK3,phosphofructokinase 3
AT2G25580,0.0422635790436359,4.039577143379182,0.08303309415926208,0.7732283719775286,1,MEF8,mitochondrial editing factor 8
AT5G44540,-0.24463692333231582,-2.2495316001635577,0.08300133840557322,0.7732705534222061,1,NA,NA
AT1G63580,0.08405187220839563,2.8536676669302348,0.0829322814599216,0.7733623125405041,1,NA,NA
AT1G16489,0.1328169981244203,-0.4802471482756461,0.08277851446720774,0.7735667784982472,1,NA,NA
AT4G33110,-0.07176511768770666,1.5732677130264476,0.08275215124361068,0.7736018546615786,1,NA,NA
AT2G26900,-0.03014395649887365,5.394802956682811,0.08269826688218629,0.7736735664122307,1,BASS2,bile acid:sodium symporter family protein 2
AT1G31820,-0.10360579478505445,0.24379029064356653,0.08266761768858899,0.7737143670344341,1,PUT1,POLYAMINE UPTAKE TRANSPORTER 1
AT5G53050,0.056382817193128036,4.297073002620931,0.08264494023121394,0.7737445608444574,1,NA,NA
AT3G12170,-0.07642098607845478,2.203581087958045,0.0825360590822406,0.7738895927122285,1,NA,NA
AT1G01695,-0.14718066160871393,-0.43817191311629095,0.08238259330527065,0.7740941881531724,1,TRM33,TON1 Recruiting Motif 33
AT5G64840,-0.03505141283008845,5.034482280374817,0.08234259574108549,0.7741475454468301,1,ABCF5;ATGCN5;GCN5,ATP-binding cassette F5;general control non-repressible 5;General Control Nonderepressible 5
AT3G49380,-0.11629818280870778,0.9349000312557834,0.08233451757441657,0.7741583235332116,1,iqd15,IQ-domain 15
AT1G45201,0.06116192162109715,5.3990611144804435,0.08203584877250947,0.7745572171306534,1,ATTLL1;TLL1,ARABIDOPSIS THALIANA TRIACYLGLYCEROL LIPASE-LIKE 1;triacylglycerol lipase-like 1
AT5G35935,0.202628688500098,0.9773877839754288,0.08198616058488994,0.7746236554591569,1,NA,NA
AT2G39770,0.03921123444093826,7.331592899994853,0.0819402089332879,0.7746851170368033,1,CYT1;EMB101;GMP1;SOZ1;VTC1,CYTOKINESIS DEFECTIVE 1;EMBRYO DEFECTIVE 101;GDP-MANNOSE PYROPHOSPHORYLASE 1;SENSITIVE TO OZONE 1;VITAMIN C DEFECTIVE 1
AT2G47310,-0.04320662011950627,3.198090806936319,0.08193795661594727,0.7746881300515099,1,NA,NA
AT4G02960,0.11871656069113591,-0.5658695982691373,0.0819266508447356,0.7747032549093682,1,ATRE2;RE2,retro element 2;retro element 2
AT2G39300,0.03129453969933447,5.122720182153699,0.08191384725923445,0.7747203849062586,1,NA,NA
AT1G53970,0.30142409715519963,-1.3005473042099356,0.08187826740450532,0.774767995022194,1,NA,NA
AT4G26300,0.03880589204221252,6.351942504648775,0.08180820314600012,0.7748617821377884,1,emb1027,embryo defective 1027
AT3G03940,0.027411468587477002,6.486221593868817,0.08180654288979472,0.7748640050622715,1,AEL3;MLK2;PPK3,Arabidopsis EL1-like 3;MUT9P-LIKE-KINASE 2;Photoregulatory Protein Kinase 3
AT1G19350,-0.035373989911813876,5.105055461983418,0.08174277017040055,0.7749494091200547,1,BES1;BZR2,BRI1-EMS-SUPPRESSOR 1;BRASSINAZOLE-RESISTANT 2
AT2G34238,-0.287561437479895,-2.1377799796885517,0.08156210758930982,0.7751915472389723,1,NA,NA
AT1G54080,-0.02630360293111822,7.066343468447662,0.08135340691889992,0.7754716255330503,1,UBP1A,oligouridylate-binding protein 1A
AT1G61920,-0.18459241873064502,-1.905565302136932,0.08124281746420081,0.7756201951206003,1,NA,NA
AT2G29490,0.06215351379872929,5.1735646207418915,0.08115946747396485,0.7757322425662475,1,ATGSTU1;GST19;GSTU1,glutathione S-transferase TAU 1;GLUTATHIONE S-TRANSFERASE 19;glutathione S-transferase TAU 1
AT5G48340,-0.038962439070571175,4.07509634195168,0.08109675406820571,0.7758165892542703,1,NA,NA
AT5G44080,-0.037381077451017715,4.31521859576726,0.08109324422737885,0.7758213108727854,1,NA,NA
AT1G25580,-0.03513718598273399,5.561058134268748,0.08102988782440335,0.7759065601679216,1,ANAC008;SOG1,Arabidopsis NAC domain containing protein 8;SUPPRESSOR OF GAMMA RADIATION 1
AT5G43940,0.028311979524716212,7.619697330307326,0.08098027063972779,0.7759733477982301,1,ADH2;ATGSNOR1;GSNOR;HOT5;PAR2,ALCOHOL DEHYDROGENASE 2;NA;S-NITROSOGLUTATHIONE REDUCTASE;sensitive to hot temperatures 5;PARAQUAT RESISTANT 2
AT3G11820,0.0508779799009645,6.148359838701135,0.0808510735484127,0.7761473584768797,1,AT-SYR1;ATSYP121;ATSYR1;PEN1;SYP121;SYR1,NA;NA;SYNTAXIN RELATED PROTEIN 1;PENETRATION1;syntaxin of plants 121;SYNTAXIN RELATED PROTEIN 1
AT1G65485,0.25526690244927874,0.2197776854780258,0.08071270966257771,0.7763338822895152,1,NA,NA
AT3G61028,0.22174731104095632,-1.3941034042039895,0.08065221315634119,0.7764154899306452,1,NA,NA
AT1G13370,0.26287290918075773,-2.3300509864953636,0.08052964659843553,0.7765809293157563,1,NA,NA
AT2G03060,0.041840181747577934,3.1104767507948052,0.08051171425727244,0.7766051456553131,1,AGL30,AGAMOUS-like 30
AT2G46660,0.11388946148378457,3.6721125761293933,0.08035888775707534,0.776811645217792,1,CYP78A6;EOD3,"cytochrome P450, family 78, subfamily A, polypeptide 6;enhancer of da1-1"
AT5G46270,-0.053644865484865356,3.6631936749422778,0.0803238754893254,0.7768589837461033,1,NA,NA
AT3G32090,-0.34695261650148157,-2.53517389571653,0.08027770577071536,0.776921424809756,1,NA,NA
AT1G08500,0.05576273257172465,4.399816762423979,0.08020665361807744,0.7770175553959425,1,AtENODL18;ENODL18,NA;early nodulin-like protein 18
AT3G11415,0.21835017571716028,-1.864503710168197,0.08007431392804776,0.7771967281433564,1,NA,NA
AT2G46970,-0.10283922920763981,0.06847756833939157,0.08007246039943539,0.7771992387434766,1,PIL1,phytochrome interacting factor 3-like 1
AT1G07400,0.17864888080355631,-0.48033526962388456,0.07999219768815635,0.7773079845150752,1,HSP17.8,"NA"
AT1G68568,-0.1331952567770594,-0.008843036534599039,0.07994271577939571,0.7773750555736548,1,NA,NA
AT4G03560,-0.04538176566446917,7.311105763241749,0.07986751716543061,0.7774770276927174,1,ATCCH1;ATTPC1;FOU2;TPC1;TPC1,CALCIUM CHANNEL 1;two-pore  channel 1;FATTY ACID OXYGENATION UPREGULATED 2;NA;two-pore  channel 1
AT1G28070,0.040000990480220086,3.6528122812199033,0.0796946213879508,0.7777116775825095,1,NA,NA
AT5G59270,-0.05764533975672774,3.7180263162320633,0.07960433316482707,0.777834323772446,1,LecRK-II.2,L-type lectin receptor kinase II.2
AT2G27389,0.077925782048142,3.513531515478722,0.07960260952570586,0.7778366658686536,1,NA,NA
AT1G77170,0.05472057304405439,2.4712051002894384,0.07958680945253249,0.7778581364247066,1,NA,NA
AT1G01910,0.02856383033766218,5.909692348887253,0.0794679275620016,0.7780197576317566,1,AtGET3a;GET3a,Guided Entry of Tail-anchored protein 3a;Guided Entry of Tail-anchored protein 3a
AT5G08660,0.039419556164400904,5.316420321171528,0.0794489793233204,0.7780455300206168,1,PSI3,PSK SIMULATOR 3
AT4G09920,-0.17322701858511635,-0.8257688278388355,0.07944160854278337,0.7780555562614402,1,NA,NA
AT1G73270,-0.03663468789604588,5.53596692049966,0.07912305889439608,0.7784893499952519,1,scpl6,serine carboxypeptidase-like 6
AT5G09540,-0.05913095768549054,2.290187554109545,0.0791002656709967,0.7785204253918455,1,NA,NA
AT4G10465,0.21613994611409465,-1.143314671085385,0.07905621159215315,0.7785805007100659,1,HIPP44,"NA"
AT3G05380,-0.03623109603859474,5.386173969475775,0.07902190089377825,0.7786273017647815,1,ALY2;ATALY2,ALWAYS EARLY 2;ARABIDOPSIS THALIANA ALWAYS EARLY 2
AT1G55530,-0.04124021776886655,5.137643084269617,0.07893504128264439,0.7787458304987641,1,BTL06,BCA2Â zinc finger ATL 6
AT1G07220,0.04019864653628894,4.235160697197488,0.0789141813546621,0.778774306459409,1,NA,NA
AT2G38790,0.09482950850384277,2.063482891829067,0.07890745366657903,0.778783491315926,1,NA,NA
AT2G45880,0.037444558457258324,4.473341192947809,0.07879231632576023,0.7789407460484068,1,BAM7;BMY4,beta-amylase 7;BETA-AMYLASE 4
AT3G27640,-0.0721981877976775,2.8959895412965233,0.07853820880573359,0.7792882456330613,1,NA,NA
AT3G04980,0.058521288152650605,2.422797443224965,0.07838215361549672,0.7795019563368718,1,NA,NA
AT5G10330,-0.031077155963657337,5.363212507307108,0.07837344721106021,0.779513886128131,1,ATHPA1;EMB2196;HISN6A;HPA1,HISTIDINOL PHOSPHATE AMINOTRANSFERASE 1;EMBRYO DEFECTIVE 2196;HISTIDINE BIOSYNTHESIS 6A;histidinol phosphate aminotransferase 1
AT2G04040,-0.3153224231434161,-0.38413314790003616,0.07834509186412575,0.7795527444771245,1,ATDTX1;DTX1;TX1,NA;detoxification 1;NA
AT4G08112,0.22272141477433627,-1.9882162885638675,0.07831539046749114,0.7795934555934998,1,NA,NA
AT1G12294,-0.16182454348189942,-1.1247310993083255,0.07828428194347126,0.7796361043579371,1,MIR472A,microRNA472A
AT5G51660,0.04082820291796133,5.195303690217854,0.07819857034818156,0.7797536594301463,1,ATCPSF160;CPSF160,NA;cleavage and polyadenylation specificity factor 160
AT1G16820,0.07531022961663413,0.8688609134684856,0.07795129473031714,0.7800931923904718,1,NA,NA
AT3G60190,-0.03706996131968052,5.957016158262715,0.07792634960219402,0.7801274766431183,1,ADL1E;ADL4;ADLP2;DL1E;DRP1E;EDR3,DYNAMIN-like 1E;ARABIDOPSIS DYNAMIN-LIKE 4;DYNAMIN-LIKE PROTEIN 2;DYNAMIN-like 1E;DYNAMIN-RELATED PROTEIN 1E;ENHANCED DISEASE RESISTANCE 3
AT4G33760,-0.05336364343551032,4.072181928739165,0.07782883723927192,0.7802615531241266,1,OKI1,OKINA KUKI
AT1G49630,-0.05183395938601902,3.8040394072303574,0.0776771282188804,0.7804703284400425,1,ATPREP2;PREP2,presequence protease 2;presequence protease 2
AT5G18630,-0.057690813154654054,5.439090331395119,0.07760906638117504,0.7805640635596067,1,NA,NA
AT1G74770,-0.11047356371506083,7.34060676747671,0.07760905750190972,0.7805640757910663,1,BTSL1,BRUTUS LIKE 1
AT4G22760,0.08870059960610792,1.490391970451955,0.0775123285249073,0.7806973676889896,1,NA,NA
AT5G44580,0.15027012425965314,0.1793314389573526,0.0774580253099586,0.7807722364434522,1,NA,NA
AT3G25545,-0.03897361876830288,4.356618893076373,0.07740387927051806,0.7808469166568349,1,NA,NA
AT5G56970,0.0848004490775714,0.7799944060500441,0.07734702493572243,0.7809253625460704,1,ATCKX3;CKX3,NA;cytokinin oxidase 3
AT1G11930,0.027780467964093246,5.552964412002002,0.0772905721246584,0.781003285163787,1,NA,NA
AT5G53620,0.03205223872824281,5.879716789627287,0.0772405715816884,0.781072327229199,1,NA,NA
AT5G35575,0.2135282298234128,-1.661738285193699,0.07695370347667385,0.7814689082905439,1,NA,NA
AT1G72970,0.09432379563168658,3.4319908064027453,0.07689468280608125,0.7815506001652845,1,EDA17;HTH,embryo sac development arrest 17;HOTHEAD
AT1G20470,-0.06847694890319787,1.4810309435830558,0.07676489101905837,0.7817303668164132,1,SAUR60,SMALL AUXIN UPREGULATED RNA 60
AT2G29020,-0.03339811125131683,5.905229739660662,0.07670036948545089,0.7818197925344351,1,NA,NA
AT4G38660,0.036132510230727034,5.571538706355258,0.07662939763454979,0.7819182050654754,1,NA,NA
AT1G24600,-0.0877065494228666,1.13790138406194,0.07649107852345871,0.7821101452109523,1,NA,NA
AT4G23515,-0.0897606481947766,1.802904694993644,0.07630593473643188,0.7823673547865782,1,NA,NA
AT5G23270,-0.3329096085133817,-2.3991061542161947,0.076226865555707235,0.7824773033749489,1,ATSTP11;STP11,SUGAR TRANSPORTER 11;sugar transporter 11
AT4G11160,-0.0325615899134829,5.6842124943899375,0.07616633458295752,0.7825615153881555,1,NA,NA
AT1G79800,-0.3358713602177446,-2.668622050137371,0.07612057856041687,0.7826251960694004,1,AtENODL7;ENODL7,NA;early nodulin-like protein 7
AT3G05030,0.044824875477634384,3.8905271321459374,0.07605436266536003,0.7827173881407493,1,ATNHX2;NHX2,NA;sodium hydrogen exchanger 2
AT2G36740,-0.03725972981459499,3.957448870272026,0.07601422088079168,0.7827732983807425,1,ATSWC2;SWC2,NA;NA
AT3G43358,-0.3343341782241319,-2.873559515564474,0.07598575299855348,0.7828129586156457,1,NA,NA
AT5G63900,-0.3345383224522594,-2.75845591422033,0.07595008684253202,0.7828626584604119,1,NA,NA
AT3G14690,0.06902959922421155,3.872639585270183,0.07593954790010571,0.7828773466009578,1,CYP72A15,"cytochrome P450, family 72, subfamily A, polypeptide 15"
AT1G04880,-0.13518613757605338,-0.34039077642711885,0.07590979866263226,0.7829188140774639,1,AtHMGB15;HMGBD15,ARID-HMG DNA-binding protein 15;ARID-HMG DNA-binding protein 15
AT2G22955,-0.33317699106336685,-2.7029977170768453,0.07586267136589431,0.7829845227374361,1,NA,NA
AT3G61790,0.03782937803238957,5.540859715020889,0.07578180545402091,0.7830973236672795,1,SINAT3,"NA"
AT5G45510,0.034289598740094455,9.642364148712204,0.0757603362599184,0.7831272822054359,1,NA,NA
AT1G27045,-0.336160999978393,-3.0437738349897216,0.07565648702797123,0.7832722599841804,1,ATHB54;HB54,homeobox protein 54;homeobox protein 54
AT5G24170,-0.05601903122320626,4.009843620340256,0.07563415455139477,0.7833034510163812,1,NA,NA
AT4G25180,0.04652439872336271,3.5025172014008588,0.07560551508505853,0.7833434580626353,1,NA,NA
AT2G11320,-0.2538844897832647,-2.329075701332328,0.07553421574291619,0.7834430929626106,1,NA,NA
AT5G43770,0.1014536469381189,0.11158431935730147,0.07538208985339523,0.783655845446941,1,NA,NA
AT1G75980,-0.046305895614113766,3.620721813710211,0.0753589372767891,0.7836882452343572,1,NA,NA
AT2G17880,-0.08996924006641767,0.6093717149851655,0.07528052706642185,0.7837980124997276,1,DJC24,DNA J protein C24
AT2G10606,-0.18049552428586849,-1.2971798172092053,0.0752109641646328,0.7838954457941276,1,MIR396A,microRNA396A
AT2G32450,0.03949003620325522,4.9790004390576375,0.07520645995038322,0.7839017562926008,1,NA,NA
AT4G31870,0.17193312296422106,-1.147163731195257,0.07519687266876929,0.783915188951424,1,ATGPX7;GPX7;GPXL7,GLUTATHIONE PEROXIDASE 7;glutathione peroxidase 7;NA
AT1G08160,-0.032448427535750723,5.442076627063374,0.07518439353779627,0.7839326747350382,1,NA,NA
AT3G29290,0.054674916351599046,2.4826898849537207,0.07510156163336035,0.7840487785364375,1,emb2076,embryo defective 2076
AT3G52030,0.041135573712315805,4.592915534336883,0.07490737359943189,0.7843212380937413,1,NA,NA
AT1G69588,-0.07136157654307776,1.8530324338525115,0.07490049620146699,0.7843308945265394,1,CLE45,CLAVATA3/ESR-RELATED 45
AT3G44093,-0.3441084261662603,-3.043721045693669,0.0748592347808561,0.7843888389655517,1,NA,NA
AT3G10780,-0.3372959333120308,-2.0440684950713623,0.07484014321949317,0.7844156555283087,1,NA,NA
AT5G14330,-0.08582469385412864,7.745637503488306,0.07481091405503548,0.7844567187873565,1,NA,NA
AT1G43180,-0.34076738921203836,-2.8347020123557405,0.0747219273076567,0.7845817869592622,1,NA,NA
AT5G20930,0.03482510907707246,4.845249666909628,0.07468747359525807,0.7846302320985673,1,TSL,TOUSLED
AT4G14190,-0.04383919960975941,2.7676903945056415,0.07465894586076693,0.784670353847935,1,NA,NA
AT5G38520,-0.33798613386862814,-2.721203636200523,0.07465457325532654,0.784676504260933,1,CLD1,CHLOROPHYLL DEPHYTYLASE1
AT1G55380,0.04933759432717066,3.599214163446768,0.07460182729345277,0.7847507108547784,1,NA,NA
AT3G45900,0.040146019608386575,4.2684440545133695,0.0745704997730634,0.7847947978779469,1,NA,NA
AT4G40045,-0.055303963542380694,3.296781280056989,0.07453306849033225,0.7848474877379643,1,NA,NA
AT4G15830,0.044056622955520805,4.188869439254704,0.07450466523560806,0.7848874788507586,1,NA,NA
AT3G13930,0.035911691393594285,7.717696377784806,0.07440794809809859,0.7850237157648825,1,mtE2-2,mitochondrial pyruvate dehydrogenase subunit 2-2
AT1G10950,0.0362587224571632,7.543077333368392,0.07423308188960931,0.7852702760868332,1,AtTMN1;EMP12;TMN1,NA;endomembrane protein 12;transmembrane nine 1
AT3G55550,-0.10282846758555941,0.5062656231788409,0.07418753196374084,0.7853345524163323,1,LecRK-S.4,L-type lectin receptor kinase S.4
AT4G39790,-0.07600707744966152,1.5212732126739397,0.0741581833362126,0.7853759780277921,1,NA,NA
AT1G75950,-0.03123060022874114,8.233518772511635,0.07415599503448789,0.78537906717016,1,ASK1;ATSKP1;SKP1;SKP1A;UIP1,ARABIDOPSIS SKP1 HOMOLOGUE 1;NA;S phase kinase-associated protein 1;NA;UFO INTERACTING PROTEIN 1
AT1G06930,0.0501564163491547,2.8661800670312236,0.07413405141040386,0.7854100468576056,1,NA,NA
AT5G40820,-0.04821700784841974,3.424137320893152,0.07409568693688762,0.7854642210941608,1,ATATR;ATR;ATRAD3,ARABIDOPSIS THALIANA ATAXIA TELANGIECTASIA-MUTATED AND RAD3-RELATED;Ataxia telangiectasia-mutated and RAD3-related;NA
AT5G64280,-0.03189905590367588,4.4134118035338386,0.07409185706130827,0.7854696300647589,1,DiT2.2,dicarboxylate transporter 2.2
AT5G10760,-0.3408236766660043,-2.4739956481542498,0.07384670211902389,0.78581617771305,1,AED1,"APOPLASTIC, EDS1-DEPENDENT 1"
AT2G23860,-0.3408814479671931,-2.6510088748299174,0.0738294861088562,0.785840537225936,1,NA,NA
AT1G50520,-0.030328263132268354,5.5368807412142615,0.07382578341606916,0.7858457766892184,1,CYP705A27,"cytochrome P450, family 705, subfamily A, polypeptide 27"
AT3G01572,0.22760383867446415,-1.7121623521742075,0.07374930049246231,0.7859540347589321,1,NA,NA
